ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,km_per_driving_day,percent_sessions_in_last_month,monthly_drives_per_session_ratio
42,retained,165,132,309.913971,2567,293,76,4673.201532,2119.32992,20,17,Android,274.89420776470587,0.5324058139992662,0.8
43,retained,133,106,182.484696,2595,185,52,4422.867487,2012.308708,8,2,Android,2211.4337435,0.728828241026853,0.7969924812030075
44,retained,26,22,132.0307891,921,272,7,632.1399703,420.7125087,30,24,Android,26.339165429166666,0.1969237643524771,0.8461538461538461
45,retained,25,25,63.26935458,1219,7,0,1187.584153,419.5127746,27,25,iPhone,47.50336612,0.39513600487877776,1.0
46,churned,114,105,309.5828548,189,11,7,4285.245618,2322.605058,9,4,iPhone,1071.3114045,0.3682374467205152,0.9210526315789473
47,churned,23,20,24.75851394,552,65,14,1564.220191,821.8420876,3,3,iPhone,521.4067303333334,0.9289733647075266,0.8695652173913043
48,churned,48,42,223.2527291,757,335,28,8889.77766066,3369.145354,8,2,iPhone,4444.8971178,0.2150029708192266,0.875
49,retained,62,51,113.8218829,694,274,42,3826.387247,2916.712292,26,21,Android,182.20891652380953,0.5447107218782443,0.8225806451612904
50,retained,7,7,36.67792977,2794,274,18,1130.116953,723.0277468,8,8,iPhone,141.264619125,0.19085046631300095,1.0
51,retained,67,57,76.46614419,1713,0,52,1620.545554,793.9297612,25,19,Android,85.2918712631579,0.8762047663018172,0.8507462686567164
52,retained,4,4,62.62085256,3291,65,0,4996.233445,1345.047896,28,23,iPhone,217.2275410869565,0.06387648581065565,1.0
53,retained,84,68,123.517569,3286,74,145,1558.791847,1201.028705,17,15,iPhone,103.91945646666666,0.680065197850518,0.8095238095238095
54,retained,12,10,21.82921966,3365,26,0,2900.68855,1698.26517,14,7,Android,414.3840785714286,0.5497218950977381,0.8333333333333334
55,retained,20,18,110.2701495,724,70,0,4418.959399,1660.205994,7,3,iPhone,1472.9864663333335,0.18137274766277522,0.9
56,churned,150,127,187.7083464,2028,208,132,1396.461977,496.6208911,0,0,iPhone,0.0,0.7991120420418343,0.8466666666666667
57,retained,41,33,176.6673157,2257,86,9,2493.388001,1103.630334,5,4,Android,623.34700025,0.23207461910850782,0.8048780487804879
58,retained,44,35,125.7867257,2193,304,0,351.6341884,243.7716509,11,9,iPhone,39.07046537777778,0.3497984366406001,0.7954545454545454
59,retained,23,20,24.46477623,1924,169,0,8889.77766066,4668.8217213,27,26,Android,341.9151629076923,0.9401271355916261,0.8695652173913043
60,retained,49,42,68.3160358,1195,132,9,2702.164267,244.0548921,31,20,iPhone,135.10821335,0.7172547327460708,0.8571428571428571
61,retained,43,35,236.7279571,1756,29,53,1461.93937,954.0503968,8,8,iPhone,182.74242125,0.18164310006627435,0.813953488372093
62,retained,69,56,81.66585433,1356,373,0,8889.77766066,4668.8217213,24,23,iPhone,386.5127928521739,0.8449063634500277,0.8115942028985508
63,retained,243,201,298.6736471,1546,0,88,4695.169432,2146.467081,6,1,iPhone,4695.169432,0.8135970560490738,0.8271604938271605
64,retained,4,3,113.8187866,1830,233,0,8889.77766066,3213.049582,6,0,Android,0.0,0.035143583229870774,0.75
65,retained,12,12,454.34351188399995,1796,69,35,6931.284783,4643.478348,23,22,Android,315.05839922727273,0.02641058937260853,1.0
66,retained,150,121,270.5629064,1347,0,0,1791.379149,253.7758791,30,26,iPhone,68.89919803846155,0.5543997216611805,0.8066666666666666
67,churned,36,29,50.08943164,1167,139,0,3215.221847,1594.991577,1,1,iPhone,3215.221847,0.718714483700618,0.8055555555555556
68,retained,25,21,66.56667195,1619,147,11,3554.923388,2616.219443,19,18,iPhone,197.4957437777778,0.3755633152094214,0.84
69,retained,36,30,132.3810261,2384,7,0,2485.994087,1197.510681,10,4,iPhone,621.49852175,0.2719422946065229,0.8333333333333334
70,churned,62,51,327.5779296,2285,381,0,5270.991501,2571.449828,16,16,Android,329.4369688125,0.18926794022938961,0.8225806451612904
71,retained,243,200,248.3113428,2849,87,0,3377.481893,2032.029458,8,5,iPhone,675.4963786000001,0.9786101482916229,0.823045267489712
72,retained,23,20,126.0890646,997,36,71,8054.086196,1506.312415,28,21,iPhone,383.5279140952381,0.1824107433342003,0.8695652173913043
73,retained,89,81,210.6642815,1189,0,68,5678.087584,1924.068701,29,22,iPhone,258.0948901818182,0.4224731376685706,0.9101123595505618
74,retained,142,113,324.7514369,3001,806,18,1966.355964,872.2037088,29,20,iPhone,98.3177982,0.4372574956264959,0.795774647887324
75,retained,84,67,134.0383111,2868,177,55,2541.396988,1453.3281,22,21,iPhone,121.01890419047619,0.6266864996331635,0.7976190476190477
76,retained,30,28,73.91682979,1722,293,17,5574.224608,3842.845897,8,6,iPhone,929.0374346666667,0.40586156204521934,0.9333333333333333
77,,63,50,133.1041552,783,201,0,2649.015822,1517.20997,19,13,iPhone,203.77044784615384,0.4733135483662196,0.7936507936507936
78,retained,54,54,320.3440758,1285,0,77,2575.812329,987.0413442,29,20,Android,128.79061645,0.1685687486654623,1.0
79,retained,97,84,209.2083212,1980,0,0,4471.194505,2104.72818,22,15,Android,298.07963366666667,0.4636526857230954,0.865979381443299
80,,116,93,436.0601833,1584,283,62,4183.409514,3121.889952,18,15,iPhone,278.8939676,0.26601832600752384,0.8017241379310345
81,churned,26,23,83.16688568,2118,335,0,944.2046415,455.0263064,2,0,Android,0.0,0.31262442722744027,0.8846153846153846
82,retained,16,16,40.74102349,484,373,61,3628.581195,2134.416647,9,9,iPhone,403.17568833333337,0.39272454713680044,1.0
83,retained,22,17,130.7650795,199,75,28,4626.208693,1499.578879,29,24,Android,192.75869554166664,0.16824063491660246,0.7727272727272727
84,retained,18,18,446.7149825,1115,228,0,4798.273478,3831.848313,31,25,iPhone,191.93093912,0.040294148853626144,1.0
85,retained,16,16,20.26166523,960,279,58,5044.128761,3437.228784,24,23,Android,219.30994613043478,0.7896685597346631,1.0
86,retained,57,47,72.55234081,1260,230,65,3644.416203,1020.232449,5,4,Android,911.10405075,0.7856397100855993,0.8245614035087719
87,retained,18,18,197.7664549,1517,200,9,3771.957224,1639.140405,2,2,iPhone,1885.978612,0.09101644669264888,1.0
88,retained,243,201,320.2575311,2252,60,0,3595.562658,2420.119875,28,20,Android,179.7781329,0.75876435806321,0.8271604938271605
89,retained,35,28,71.61167794,1987,534,0,2422.61532,1156.60925,18,13,Android,186.3550246153846,0.4887471011267858,0.8
90,retained,105,105,286.8490491,2826,168,0,2237.801562,1056.262155,4,0,iPhone,0.0,0.3660461846725362,1.0
91,retained,117,94,156.839706,3479,286,17,1761.21432,310.7107283,28,26,iPhone,67.7390123076923,0.7459845659236316,0.8034188034188035
92,retained,106,86,203.3186425,846,318,0,3737.339752,1055.547009,9,3,iPhone,1245.7799173333333,0.5213491428854095,0.8113207547169812
93,retained,52,46,58.27949387,613,223,183,4742.485842,3196.94492,20,20,iPhone,237.1242921,0.8922520864026852,0.8846153846153846
94,retained,17,14,279.9773294,3440,95,56,2674.811414,229.6819476,2,2,iPhone,1337.405707,0.060719201931211796,0.8235294117647058
95,churned,116,95,192.6382907,359,142,0,4032.868589,2695.612209,1,0,iPhone,0.0,0.6021648114634148,0.8189655172413793
96,churned,243,201,454.34351188399995,400,171,164,1896.894034,960.975077,19,13,Android,145.9149256923077,0.5348144347953228,0.8271604938271605
97,retained,0,0,454.34351188399995,2879,0,0,6668.84435,3511.370419,28,24,Android,277.86851458333336,0.0,
98,,78,64,454.34351188399995,3414,0,0,1811.140893,642.1891216,12,11,Android,164.6491720909091,0.17166883092195545,0.8205128205128205
99,retained,34,34,67.80586996,1403,27,24,6254.94844,3742.935943,1,1,iPhone,6254.94844,0.5014315135261485,1.0
100,churned,122,99,295.5242311,2482,167,0,3396.139646,1841.313356,2,0,iPhone,0.0,0.4128257082199037,0.8114754098360656
101,retained,76,62,136.1968645,70,31,0,5700.894677,1041.768956,6,3,iPhone,1900.2982256666667,0.5580157831019671,0.8157894736842105
102,retained,113,91,236.2949809,1031,34,65,2810.720839,1245.591383,0,0,iPhone,0.0,0.4782158282397948,0.8053097345132744
103,retained,78,63,121.4956353,2231,0,9,2427.257066,831.6080142,21,18,iPhone,134.84761477777778,0.6419983714427312,0.8076923076923077
104,churned,48,39,132.1688328,2279,194,0,2626.224474,1437.792565,24,24,Android,109.42601975000001,0.3631718536293225,0.8125
105,retained,37,30,53.99957919,710,2,30,5661.684796,2816.030953,26,20,Android,283.0842398,0.6851905247226798,0.8108108108108109
106,retained,139,112,321.7948003,2298,237,58,1243.198074,675.2571618,29,23,Android,54.05209017391304,0.4319522872041882,0.8057553956834532
107,retained,66,55,120.0854852,2515,0,0,2641.117738,2125.9414,16,14,iPhone,188.651267,0.5496084717489238,0.8333333333333334
108,retained,29,23,56.53640154,677,309,0,5052.460683,868.0307127,7,5,iPhone,1010.4921366000001,0.5129438593555029,0.7931034482758621
109,retained,38,38,77.18311377,2324,7,27,1702.406888,364.6328176,3,3,Android,567.4689626666667,0.4923356696030326,1.0
110,retained,56,47,90.50690136,1714,0,0,1586.463423,733.9737947,15,13,Android,122.03564792307692,0.6187373466389547,0.8392857142857143
111,,106,102,113.3790556,2228,14,0,2817.48184,2011.724274,17,13,Android,216.7293723076923,0.9349169424551107,0.9622641509433962
112,retained,54,45,116.6071611,3240,14,79,1762.324979,1006.688166,10,6,Android,293.7208298333333,0.4630933425580155,0.8333333333333334
113,retained,91,73,168.251515,3045,198,187,792.4761859,490.3170508,21,13,Android,60.95970660769231,0.5408569426551671,0.8021978021978022
114,retained,18,15,85.47546123,1305,25,10,2727.785623,513.498205,7,7,iPhone,389.68366042857144,0.21058675485312736,0.8333333333333334
115,retained,40,32,52.76008722,314,0,0,1724.225763,904.4785419,0,0,iPhone,0.0,0.7581488603915162,0.8
116,retained,23,19,55.70118982,943,13,0,1234.079017,865.2079368,4,4,Android,308.51975425,0.41291757095898957,0.8260869565217391
117,retained,79,64,245.6239413,3016,0,92,4457.568347,1293.012432,25,20,Android,222.87841735,0.3216298850261955,0.810126582278481
118,retained,42,34,174.1668226,1461,0,82,3478.887784,2343.429301,6,3,Android,1159.6292613333333,0.2411481094562955,0.8095238095238095
119,retained,192,155,234.4007225,2503,205,40,8889.77766066,4364.070565,28,26,Android,341.9151629076923,0.8191101032122459,0.8072916666666666
120,retained,16,14,403.4809775,1267,14,3,2585.059579,1690.346282,24,23,iPhone,112.39389473913045,0.039654905416203916,0.875
121,churned,67,55,129.2595571,2922,310,15,2569.150563,1948.197506,11,7,iPhone,367.02150900000004,0.5183369145243651,0.8208955223880597
122,retained,150,122,269.0140577,546,0,38,6446.129773,2611.811183,16,10,iPhone,644.6129773,0.5575916786002221,0.8133333333333334
123,retained,31,25,130.3460437,3251,67,29,7712.174513,972.9860613,19,12,Android,642.6812094166667,0.23782846889736478,0.8064516129032258
124,churned,97,80,131.9129271,2929,37,0,4255.626774,866.8800721,12,9,Android,472.8474193333334,0.7353335426062273,0.8247422680412371
125,retained,16,15,157.9590826,343,53,44,1730.393075,455.4794569,25,16,Android,108.1495671875,0.10129205447791073,0.9375
126,retained,148,118,167.2459681,2680,12,0,6206.237566,1879.524603,10,7,iPhone,886.6053665714286,0.8849241729493149,0.7972972972972973
127,retained,243,201,454.34351188399995,496,0,132,5781.057241,515.2152664,24,21,iPhone,275.2884400476191,0.5348144347953228,0.8271604938271605
128,retained,15,15,115.6572458,811,6,0,3090.907194,1572.509162,6,1,iPhone,3090.907194,0.12969356045308836,1.0
129,retained,138,129,198.6097411,2053,62,39,2600.810383,1077.126474,26,23,iPhone,113.07871230434783,0.6948299677331385,0.9347826086956522
130,churned,39,32,176.5371809,190,610,33,4846.91837,2681.366806,4,4,Android,1211.7295925,0.2209166352446268,0.8205128205128205
131,retained,25,25,454.34351188399995,2739,0,11,8889.77766066,205.8626513,19,17,Android,522.929072682353,0.055022061192934436,1.0
132,retained,7,6,65.07366594,3023,140,0,1378.65079,385.7186153,27,18,Android,76.59171055555555,0.10757039577967259,0.8571428571428571
133,retained,17,15,105.6192067,1748,44,13,2774.682089,681.2939989,5,2,Android,1387.3410445,0.16095557362295546,0.8823529411764706
134,retained,33,27,256.7593388,3012,136,72,8889.77766066,1175.241192,10,10,iPhone,888.97942356,0.12852502329313523,0.8181818181818182
135,retained,40,32,102.9483312,3323,154,101,3465.589796,1951.540263,14,13,iPhone,266.58383046153847,0.3885444235350558,0.8
136,churned,89,82,91.52727513,2254,0,0,1772.191366,581.6487794,3,3,iPhone,590.7304553333333,0.9723877376835439,0.9213483146067416
137,retained,237,193,268.643805,1258,88,9,4478.18088,3120.903895,27,24,Android,186.59087,0.8822090648991515,0.8143459915611815
138,retained,141,113,242.1291202,508,0,0,4136.026058,1841.184376,12,11,iPhone,376.00236890909093,0.5823339211885511,0.8014184397163121
139,retained,29,29,454.34351188399995,2551,120,73,6323.941583,3381.924229,15,15,Android,421.59610553333334,0.06382559098380394,1.0
140,retained,175,140,245.7357075,2808,145,27,5732.235928,1978.80378,3,3,iPhone,1910.7453093333334,0.7121472161305659,0.8
141,retained,222,177,454.34351188399995,3021,71,95,2847.210995,1023.024294,29,24,iPhone,118.63379145833333,0.4885959033932578,0.7972972972972973
142,,32,26,222.12931,208,55,10,2459.816477,874.4276172,11,7,iPhone,351.4023538571428,0.1440602323034272,0.8125
143,retained,45,37,124.6937427,3073,81,112,2422.060394,1466.9046,24,15,Android,161.47069293333334,0.3608841873346063,0.8222222222222222
144,retained,53,43,169.9292346,2389,0,24,5406.819727,3727.775268,17,17,iPhone,318.04821923529414,0.31189453730405964,0.8113207547169812
145,retained,49,40,421.6059953,3244,30,0,2810.309139,1608.434574,12,5,iPhone,562.0618278,0.11622225619712385,0.8163265306122449
146,retained,89,72,187.9245034,2507,43,28,854.3864466,619.1899061,25,22,iPhone,38.83574757272727,0.47359444026605846,0.8089887640449438
147,churned,231,186,268.4330673,2726,81,0,3162.956577,2625.667679,1,1,Android,3162.956577,0.860549716633216,0.8051948051948052
148,retained,51,41,94.97103389,3202,180,0,1642.368888,1064.403306,23,21,iPhone,78.20804228571428,0.5370058417924631,0.803921568627451
149,retained,40,32,142.4369117,81,172,0,3296.985485,678.2867502,25,16,Android,206.0615928125,0.2808260830889666,0.8
150,retained,33,30,66.8912126,1324,221,0,3991.841876,811.7367455,2,0,iPhone,0.0,0.4933383432190912,0.9090909090909091
151,churned,16,16,96.28488763,263,195,0,6457.34681,2797.664795,5,1,iPhone,6457.34681,0.1661735334986754,1.0
152,retained,130,108,186.1927457,3116,243,126,8889.77766066,4668.8217213,24,15,iPhone,592.6529490400001,0.6982012081687671,0.8307692307692308
153,retained,7,6,58.86116655,350,0,13,1838.430447,589.7720026,25,20,iPhone,91.92152235,0.11892390875491407,0.8571428571428571
154,retained,219,188,280.4192673,2306,0,77,3353.748203,839.8553132,13,7,Android,479.10688614285715,0.7809734406220668,0.8584474885844748
155,retained,243,201,454.34351188399995,720,20,0,2752.548464,511.8992854,10,8,Android,344.068558,0.5348144347953228,0.8271604938271605
156,retained,14,13,62.99429299,843,35,7,1945.668314,1482.244178,24,22,Android,88.43946881818182,0.22224235459269975,0.9285714285714286
157,retained,161,129,454.34351188399995,672,0,31,4800.011104,3955.734301,15,14,iPhone,342.857936,0.3543420740824978,0.8012422360248447
158,retained,97,78,423.9110606,1613,127,0,5035.613545,3271.766085,13,10,iPhone,503.5613545,0.2288215831469626,0.8041237113402062
159,retained,190,154,309.6783197,400,83,7,1789.478603,1418.241292,23,22,Android,81.33993650000001,0.6135398828825408,0.8105263157894737
160,retained,127,104,156.3539388,2184,0,48,8889.77766066,2062.89733,25,25,iPhone,355.591769424,0.8122596781041246,0.8188976377952756
161,retained,41,33,167.2110599,2329,0,78,4795.348762,1610.18192,25,23,iPhone,208.49342443478258,0.2451990916421432,0.8048780487804879
162,,3,3,17.25022014,3203,22,0,8889.77766066,3351.019594,3,0,iPhone,0.0,0.17391082407369207,1.0
163,retained,17,14,88.08790771,2992,123,53,2225.986252,1173.622402,22,15,Android,148.39908346666667,0.1929890315475175,0.8235294117647058
164,retained,43,43,171.9048024,1307,50,9,2683.155744,877.2887424,29,23,iPhone,116.65894539130436,0.2501384452305447,1.0
165,retained,143,114,166.2799211,3095,111,15,4933.769533,2255.994717,11,6,iPhone,822.2949221666667,0.8599955969067392,0.7972027972027972
166,retained,140,113,185.1143893,2137,137,28,3294.554435,1909.513018,9,9,iPhone,366.0616038888889,0.7562891276545405,0.8071428571428572
167,churned,64,64,296.5899668,273,701,104,2196.549568,1414.4318,19,18,Android,122.03053155555556,0.21578612618125825,1.0
168,retained,243,201,301.0848611,2476,0,44,3289.331979,974.2172746,29,26,Android,126.51276842307692,0.8070814291765133,0.8271604938271605
169,retained,218,175,309.0933633,1666,0,49,1433.805883,890.4583449,26,18,Android,79.65588238888888,0.7052885175939977,0.8027522935779816
170,retained,11,9,63.37880655,712,81,26,1624.454611,59.98446528,22,15,Android,108.29697406666668,0.17355959505678006,0.8181818181818182
171,retained,70,63,94.58117968,2774,59,0,3201.918054,1210.004022,30,20,iPhone,160.0959027,0.740104957845034,0.9
172,churned,123,99,152.5567286,2298,17,0,3082.671245,1191.406698,6,0,Android,0.0,0.8062574566770042,0.8048780487804879
173,churned,126,101,162.4519603,603,74,0,1392.044767,927.1696159,30,25,iPhone,55.681790680000006,0.775613909289342,0.8015873015873016
174,retained,20,16,53.4550273,2463,411,89,3766.481688,1442.969873,21,21,Android,179.35627085714285,0.37414628726604354,0.8
175,retained,55,55,81.58863034,3057,501,0,3729.175462,1894.837665,28,23,Android,162.1380635652174,0.6741135348246613,1.0
176,,243,201,454.34351188399995,1110,6,0,3028.6013,2489.697005,17,11,iPhone,275.32739090909087,0.5348144347953228,0.8271604938271605
177,retained,26,21,150.2961319,3217,163,17,1714.793605,1137.647657,13,10,Android,171.4793605,0.17299181070940123,0.8076923076923077
178,retained,12,12,14.72156617,3345,0,62,7170.180492,4668.8217213,5,5,iPhone,1434.0360984000001,0.8151306635060284,1.0
179,retained,12,11,125.4712179,961,256,31,1579.994416,1172.120431,30,25,iPhone,63.19977664,0.09563946378175707,0.9166666666666666
180,retained,95,77,205.0061797,3091,223,113,1330.165394,694.2273068,15,10,iPhone,133.0165394,0.46340066498980764,0.8105263157894737
181,retained,11,11,60.39582231,1265,160,66,6508.284915,2393.696833,18,16,iPhone,406.7678071875,0.18213180281806812,1.0
182,churned,158,127,454.34351188399995,1379,90,99,6359.668308,3871.44325,8,8,iPhone,794.9585385,0.34773942673934566,0.8037974683544303
183,retained,63,51,164.2653247,2060,0,0,2793.932988,2196.625007,24,22,iPhone,126.996954,0.38352586046420784,0.8095238095238095
184,retained,181,147,343.9452249,3498,34,0,2847.316114,1463.121713,16,9,Android,316.3684571111111,0.526246584910794,0.8121546961325967
185,churned,2,2,18.27780555,2252,21,0,4267.335798,1968.320404,7,2,iPhone,2133.667899,0.10942232613914639,1.0
186,retained,42,34,185.6691488,189,71,0,3989.118427,2421.203373,30,27,iPhone,147.74512692592592,0.22620882506033227,0.8095238095238095
187,retained,47,47,57.56448616,3110,11,24,1358.495097,523.7240476,23,18,Android,75.47194983333333,0.8164756282087519,1.0
188,retained,13,13,148.67747,1026,0,0,8889.77766066,2910.908676,28,20,iPhone,444.48971178,0.08743759225927103,1.0
189,retained,69,55,454.34351188399995,2127,295,44,2250.61469,573.5874281,9,6,iPhone,375.1024483333333,0.15186088889249905,0.7971014492753623
190,retained,91,73,98.65923505,1814,0,49,4142.799208,3194.839867,6,3,Android,1380.9330693333334,0.9223667703675348,0.8021978021978022
191,churned,150,122,247.3249005,1070,187,0,6393.481743,4553.238421,6,6,iPhone,1065.5802905,0.6064896809692641,0.8133333333333334
192,retained,71,61,107.0263131,26,49,167,3389.641001,2533.340808,26,17,Android,199.39064711764706,0.663388263535353,0.8591549295774648
193,retained,49,40,177.9586432,3477,16,0,3304.917873,876.5817852,11,11,iPhone,300.44707936363636,0.27534487293730947,0.8163265306122449
194,churned,231,191,406.1782678,745,0,11,3527.611715,936.001503,28,18,iPhone,195.9784286111111,0.5687158036572827,0.8268398268398268
195,retained,80,64,94.32008442,1364,374,75,541.5097616,242.0482374,29,23,Android,23.54390267826087,0.8481756615459145,0.8
196,retained,20,17,64.41973416,149,33,0,8844.035207,4499.867035,20,17,iPhone,520.2373651176471,0.3104638704395423,0.85
197,retained,67,54,230.4582451,1256,41,64,5045.398456,2109.483123,12,8,iPhone,630.674807,0.29072511582706656,0.8059701492537313
198,retained,16,13,186.9794651,3306,184,32,905.6810673,299.0163994,10,10,Android,90.56810673,0.08557089406284754,0.8125
199,,27,23,196.8396051,2800,156,0,8889.77766066,3373.482562,23,18,iPhone,493.87745753333337,0.13716751761558985,0.8518518518518519
200,churned,5,5,138.8705748,321,0,0,8809.226415,2667.907883,3,0,Android,0.0,0.036004747637870364,1.0
201,churned,26,22,112.9586168,957,622,0,1611.446289,892.4956928,7,3,iPhone,537.148763,0.23017279014698416,0.8461538461538461
202,retained,57,46,271.9233666,777,95,33,2804.191515,1976.310414,6,5,Android,560.838303,0.20961788136378567,0.8070175438596491
203,retained,83,67,96.30479738,1532,125,0,2948.886919,993.8732641,6,6,Android,491.4811531666667,0.8618469926529012,0.8072289156626506
204,retained,192,175,221.6576984,2047,102,51,3166.429712,960.7904459,24,23,Android,137.67085704347826,0.8662004585715757,0.9114583333333334
205,retained,33,30,109.9488004,1364,0,0,3559.971515,2406.462487,14,12,iPhone,296.6642929166667,0.3001397002963572,0.9090909090909091
206,retained,26,22,137.1660111,82,437,28,2167.763491,1735.421979,6,6,Android,361.2939151666667,0.18955133120438172,0.8461538461538461
207,churned,40,32,145.0459423,3346,443,9,3074.663538,1895.630542,30,27,iPhone,113.87642733333333,0.27577469156129575,0.8
208,retained,108,87,191.936044,110,0,20,6768.997378,1506.123087,28,26,iPhone,260.346053,0.5626874335286394,0.8055555555555556
